Date,VOO,IVV,SPY,VTI,QQQ,VEA,VUG,GLD,IEFA,VTV
2015-01-22,155.78773498535156,171.28196716308594,170.67987060546875,88.07445526123047,95.66744232177734,27.47568702697754,95.01363372802734,125.2300033569336,40.420745849609375,63.64221954345703
2015-01-23,154.9308319091797,170.3656768798828,169.7440643310547,87.67646789550781,95.87895965576172,27.311368942260742,94.85066223144531,124.2300033569336,40.19750213623047,63.1157112121582
2015-01-26,155.23568725585938,170.81971740722656,170.1415557861328,88.041259765625,95.76860809326172,27.675710678100586,95.19471740722656,122.98999786376953,40.75199508666992,63.266136169433594
2015-01-27,153.2006072998047,168.52496337890625,167.89730834960938,87.01319122314453,93.28562927246094,27.697139739990234,94.0448226928711,124.4000015258789,40.75920486450195,62.43873596191406
2015-01-28,151.1820068359375,166.34568786621094,165.744140625,85.83586883544922,92.80744171142578,27.332796096801758,93.13037872314453,123.41999816894531,40.2335205078125,61.40072250366211
2015-01-29,152.6486053466797,167.9388427734375,167.27621459960938,86.65667724609375,93.6994857788086,27.70429039001465,93.99053192138672,120.76000213623047,40.78800964355469,61.97990798950195
2015-01-30,150.76998901367188,165.80917358398438,165.17274475097656,85.47938537597656,92.97298431396484,27.25421905517578,93.0760269165039,123.44999694824219,40.1759033203125,60.94940948486328
2015-02-02,152.50022888183594,167.8232879638672,167.21823120117188,86.44113159179688,93.78224182128906,27.611413955688477,93.95429229736328,122.41999816894531,40.67279052734375,61.91975021362305
2015-02-03,154.72483825683594,170.20883178710938,169.63636779785156,87.76765441894531,94.6834487915039,28.004337310791016,95.1494369506836,121.05000305175781,41.292091369628906,62.89006423950195
2015-02-04,154.19752502441406,169.60629272460938,168.99044799804688,87.4609146118164,94.6007308959961,27.804306030273438,94.823486328125,121.58000183105469,40.95364761352539,62.64935302734375
2015-02-05,155.76303100585938,171.3809814453125,170.6964111328125,88.42264556884766,95.41914367675781,28.09720230102539,95.8194580078125,121.79000091552734,41.486534118652344,63.3112678527832
2015-02-06,155.32638549804688,170.8279571533203,170.22442626953125,88.15733337402344,94.83978271484375,27.761432647705078,95.30335235595703,118.63999938964844,40.960838317871094,63.25859451293945
2015-02-09,154.61773681640625,170.09326171875,169.46249389648438,87.71791076660156,94.53631591796875,27.632850646972656,94.90498352050781,119.16999816894531,40.77360916137695,62.980316162109375
2015-02-10,156.265625,171.93406677246094,171.26780700683594,88.61337280273438,96.0077133178711,27.868587493896484,96.08201599121094,118.47000122070312,41.155277252197266,63.55948257446289
2015-02-11,156.3726806640625,172.01657104492188,171.3672332763672,88.65478515625,96.35718536376953,27.718564987182617,96.34456634521484,117.06999969482422,40.924842834472656,63.46922302246094
2015-02-12,157.82278442382812,173.6179656982422,173.0152587890625,89.50877380371094,97.47908020019531,28.147212982177734,97.29524993896484,117.33999633789062,41.56574630737305,64.0559310913086
